serotype	study	gene1	gene2	true_rho_ijg1g2	true_nu_j	true_r_i	carriage_samples	surveillance_population	time_interval	true_nu_g1	true_nu_g2	carriage	disease	rho	rho_lower	rho_upper	gamma	gamma_lower	gamma_upper	nu_j	nu_j_lower	nu_j_upper	nu_g1	nu_g1_lower	nu_g1_upper	nu_g2	nu_g2_lower	nu_g2_upper	rho_diff	nu_j_diff	nu_g1_diff	nu_g2_diff	r_diff
Serotype_13	Population_A	Gene1_A	Gene2_A	0.00842597744194791	0.0211797975556686	1	955	72100	1	0.290397135415241	13.689437742639	13	48	0.00863642894226695	0.00438522591073704	0.0157229723049939	1	1	1	0.00676909678429825	0.00169302637052419	0.0123386936259592	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0249765088702152	0.680398418988356	1.95470411528931	0.945621357081771	0
Serotype_14	Population_A	Gene1_A	Gene2_A	0.0477608729735948	1.51053280711885e-05	1	955	72100	1	0.290397135415241	13.689437742639	41	0	0.0329780710919201	0.0235035491508703	0.0448702276628499	1	1	1	5.50756160228851e-06	1.36103573597642e-06	9.10729089489412e-06	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.30951699500651	0.635389474738155	1.95470411528931	0.945621357081771	0
Serotype_15	Population_A	Gene1_A	Gene2_A	0.0224725125357509	0.00159293845675666	1	955	72100	1	0.290397135415241	13.689437742639	30	12	0.0203740277587767	0.0132799893554197	0.0299414044842627	1	1	1	0.000519324544710631	0.000124003940215171	0.000856596676435691	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0933800692573088	0.673983296399275	1.95470411528931	0.945621357081771	0
Serotype_16	Population_A	Gene1_A	Gene2_A	0.0458269464317709	2.15697089724176e-05	1	955	72100	1	0.290397135415241	13.689437742639	42	0	0.0419280147320144	0.0280527791327197	0.0558159457772286	1	1	1	7.51292756584769e-06	1.7543616067229e-06	1.22291436821368e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.085079456593545	0.651690823670597	1.95470411528931	0.945621357081771	0
Serotype_17	Population_A	Gene1_A	Gene2_A	0.0413025377551094	4.96360232812137e-05	1	955	72100	1	0.290397135415241	13.689437742639	52	0	0.0424732150623104	0.0308441892911159	0.0550908621719418	1	1	1	1.80120067442047e-05	4.1158897180695e-06	2.98782878905211e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0283439558639765	0.637118254978701	1.95470411528931	0.945621357081771	0
Serotype_18	Population_A	Gene1_A	Gene2_A	0.00681457569589838	0.0284992836819387	1	955	72100	1	0.290397135415241	13.689437742639	3	58	0.00650999497825788	0.00335294461328416	0.0117973289284484	1	1	1	0.00909348338695099	0.00209563043879739	0.0152626137323843	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0446954779332518	0.680922387789208	1.95470411528931	0.945621357081771	0
Serotype_19	Population_A	Gene1_A	Gene2_A	0.0162682878901251	0.00499501697873601	1	955	72100	1	0.290397135415241	13.689437742639	18	15	0.0144373994787224	0.00819086800318533	0.0225427076956014	1	1	1	0.00152220098426903	0.000371625221175467	0.00255135232966687	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.112543398774868	0.695256094073534	1.95470411528931	0.945621357081771	0
Serotype_20	Population_A	Gene1_A	Gene2_A	0.0072762124822475	0.0261759830892973	1	955	72100	1	0.290397135415241	13.689437742639	8	48	0.00630199836399526	0.00284978350628754	0.0111118674510898	1	1	1	0.00869631742482438	0.00214000721466035	0.0141413491040723	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.133890278854436	0.667774944873795	1.95470411528931	0.945621357081771	0
Serotype_1	Population_A	Gene1_A	Gene2_A	0.0322225386276841	0.00192366131736158	1	955	72100	1	0.290397135415241	13.689437742639	33	25	0.0351301693074464	0.0253147294952149	0.0497663304042864	1	1	1	0.000595208865240987	0.000146467132101535	0.000957909423889426	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0902359281296409	0.690585416534054	1.95470411528931	0.945621357081771	0
Serotype_2	Population_A	Gene1_A	Gene2_A	0.0492681970703416	7.10537281277665e-05	1	955	72100	1	0.290397135415241	13.689437742639	48	0	0.0455489280090887	0.0331114359467539	0.0593089488593526	1	1	1	2.3070337469269e-05	5.23671606863878e-06	3.70727446095238e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.075490261109874	0.675311372433763	1.95470411528931	0.945621357081771	0
Serotype_3	Population_A	Gene1_A	Gene2_A	0.0241376186022535	0.00166667292466383	1	955	72100	1	0.290397135415241	13.689437742639	23	14	0.0250492511719542	0.0174352672563255	0.034916578051335	1	1	1	0.000554563682177939	0.000123960831996572	0.000909565182922438	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0377681238867345	0.667263040053407	1.95470411528931	0.945621357081771	0
Serotype_4	Population_A	Gene1_A	Gene2_A	0.0277503171470016	0.000624277781675576	1	955	72100	1	0.290397135415241	13.689437742639	20	8	0.0295007647374049	0.0183715551129328	0.0414545012476549	1	1	1	0.000199998142726184	4.49581194082126e-05	0.000335248917767774	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0630784715407274	0.679632771505363	1.95470411528931	0.945621357081771	0
Serotype_5	Population_A	Gene1_A	Gene2_A	0.0457573050982319	0.000361271220343049	1	955	72100	1	0.290397135415241	13.689437742639	35	5	0.0464632134462731	0.0349563826318452	0.0641850527254759	1	1	1	0.00012612052477599	3.1802123625683e-05	0.000196267977340933	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.015427227336177	0.650897946821695	1.95470411528931	0.945621357081771	0
Serotype_6	Population_A	Gene1_A	Gene2_A	0.0383026393712498	0.0551160483973277	1	955	72100	1	0.290397135415241	13.689437742639	31	570	0.0412669885862567	0.0326876725239169	0.0518439552281454	1	1	1	0.0178907825933877	0.00421580026298519	0.0302183325816193	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0773928184497899	0.675397944634667	1.95470411528931	0.945621357081771	0
Serotype_7	Population_A	Gene1_A	Gene2_A	0.0187758074258454	1.69363031133799e-05	1	955	72100	1	0.290397135415241	13.689437742639	16	0	0.0202472858180572	0.013365521706351	0.0285852726796002	1	1	1	5.60663379305564e-06	1.34812828513622e-06	9.24409365995963e-06	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0783709780803498	0.668957637595283	1.95470411528931	0.945621357081771	0
Serotype_8	Population_A	Gene1_A	Gene2_A	0.0242030469351448	0.00609865355644351	1	955	72100	1	0.290397135415241	13.689437742639	16	47	0.0219245194228815	0.0148438188736379	0.0299083057788971	1	1	1	0.00213894601638782	0.000482998186885177	0.00343976466879048	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0941421763288303	0.649275697235184	1.95470411528931	0.945621357081771	0
Serotype_9	Population_A	Gene1_A	Gene2_A	0.0419272088445723	0.00768771721786772	1	955	72100	1	0.290397135415241	13.689437742639	39	99	0.0402505309856391	0.0299098146824948	0.0521366291531201	1	1	1	0.00264953168011186	0.000589270333507018	0.00442013430805786	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0399902093446944	0.655355210783008	1.95470411528931	0.945621357081771	0
Serotype_10	Population_A	Gene1_A	Gene2_A	0.00192810532171279	0.00915736905140876	1	955	72100	1	0.290397135415241	13.689437742639	1	2	0.00328942754663831	0.00118653381446334	0.00765737461198905	1	1	1	0.00297261777180693	0.000698741795686531	0.00470336999621085	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.706041422942712	0.675385172846165	1.95470411528931	0.945621357081771	0
Serotype_11	Population_A	Gene1_A	Gene2_A	0.0325825384934433	0.00522944348484999	1	955	72100	1	0.290397135415241	13.689437742639	23	39	0.0317021042154872	0.0226815577941181	0.0428256104752613	1	1	1	0.00176940017251243	0.000403680506561815	0.00290392827560004	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0270216600260677	0.661646563800051	1.95470411528931	0.945621357081771	0
Serotype_12	Population_A	Gene1_A	Gene2_A	0.0114154860028066	0.00171333895893638	1	955	72100	1	0.290397135415241	13.689437742639	9	9	0.0154169963180798	0.00897517053615583	0.024352899312133	1	1	1	0.00055845272533148	0.000132264224204295	0.000948092895737546	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.350533504599754	0.674055899786367	1.95470411528931	0.945621357081771	0
Serotype_13	Population_A	Gene1_A	Gene2_A	0.0346443257411011	0.0211797975556686	1	955	72100	1	0.290397135415241	13.689437742639	31	227	0.0430797967868434	0.0315515088135455	0.0539011153082766	1	1	1	0.00676909678429825	0.00169302637052419	0.0123386936259592	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.24348781121564	0.680398418988356	1.95470411528931	0.945621357081771	0
Serotype_14	Population_A	Gene1_A	Gene2_A	0.0181512338807806	1.51053280711885e-05	1	955	72100	1	0.290397135415241	13.689437742639	13	0	0.024791638045367	0.0162787383946563	0.0366290250307781	1	1	1	5.50756160228851e-06	1.36103573597642e-06	9.10729089489412e-06	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.365837617883242	0.635389474738155	1.95470411528931	0.945621357081771	0
Serotype_15	Population_A	Gene1_A	Gene2_A	0.0153445535339415	0.00159293845675666	1	955	72100	1	0.290397135415241	13.689437742639	11	7	0.0144246358284353	0.00890439050894911	0.0220335311238582	1	1	1	0.000519324544710631	0.000124003940215171	0.000856596676435691	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0599507638636355	0.673983296399275	1.95470411528931	0.945621357081771	0
Serotype_16	Population_A	Gene1_A	Gene2_A	0.0205883290385827	2.15697089724176e-05	1	955	72100	1	0.290397135415241	13.689437742639	25	1	0.0139695672634237	0.00782770077686363	0.0230006514347142	1	1	1	7.51292756584769e-06	1.7543616067229e-06	1.22291436821368e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.321481250992027	0.651690823670597	1.95470411528931	0.945621357081771	0
Serotype_17	Population_A	Gene1_A	Gene2_A	0.0191243806388229	4.96360232812137e-05	1	955	72100	1	0.290397135415241	13.689437742639	19	0	0.0257935239241273	0.0172121479246791	0.0358836405501383	1	1	1	1.80120067442047e-05	4.1158897180695e-06	2.98782878905211e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.348724667807849	0.637118254978701	1.95470411528931	0.945621357081771	0
Serotype_18	Population_A	Gene1_A	Gene2_A	0.0278499546227977	0.0284992836819387	1	955	72100	1	0.290397135415241	13.689437742639	25	233	0.0432171572226069	0.0333088897248092	0.0533540899638488	1	1	1	0.00909348338695099	0.00209563043879739	0.0152626137323843	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.551785552541969	0.680922387789208	1.95470411528931	0.945621357081771	0
Serotype_19	Population_A	Gene1_A	Gene2_A	0.0285129898344167	0.00499501697873601	1	955	72100	1	0.290397135415241	13.689437742639	28	41	0.0315292715551383	0.0214059176934874	0.0428002655631411	1	1	1	0.00152220098426903	0.000371625221175467	0.00255135232966687	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.105786230705307	0.695256094073534	1.95470411528931	0.945621357081771	0
Serotype_20	Population_A	Gene1_A	Gene2_A	0.0183178752893582	0.0261759830892973	1	955	72100	1	0.290397135415241	13.689437742639	14	145	0.0270469692909794	0.0182238861320902	0.0370062691714758	1	1	1	0.00869631742482438	0.00214000721466035	0.0141413491040723	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.476534197538313	0.667774944873795	1.95470411528931	0.945621357081771	0
Serotype_1	Population_A	Gene1_A	Gene2_A	0.0318577995058149	0.00192366131736158	1	955	72100	1	0.290397135415241	13.689437742639	32	23	0.042048509540187	0.0308962757665815	0.0558690215181628	1	1	1	0.000595208865240987	0.000146467132101535	0.000957909423889426	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.319881165443082	0.690585416534054	1.95470411528931	0.945621357081771	0
Serotype_2	Population_A	Gene1_A	Gene2_A	0.0226776327239349	7.10537281277665e-05	1	955	72100	1	0.290397135415241	13.689437742639	20	0	0.0208575805181938	0.0136570521380357	0.0313081220646013	1	1	1	2.3070337469269e-05	5.23671606863878e-06	3.70727446095238e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0802575924876065	0.675311372433763	1.95470411528931	0.945621357081771	0
Serotype_3	Population_A	Gene1_A	Gene2_A	0.00458604036830366	0.00166667292466383	1	955	72100	1	0.290397135415241	13.689437742639	7	1	0.00153665236979216	0.000277153562389699	0.00527307246485617	1	1	1	0.000554563682177939	0.000123960831996572	0.000909565182922438	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.664928294043657	0.667263040053407	1.95470411528931	0.945621357081771	0
Serotype_4	Population_A	Gene1_A	Gene2_A	0.0031120166531764	0.000624277781675576	1	955	72100	1	0.290397135415241	13.689437742639	4	0	0.00156435042332009	0.000191878944006515	0.00571771130548001	1	1	1	0.000199998142726184	4.49581194082126e-05	0.000335248917767774	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.497319392001524	0.679632771505363	1.95470411528931	0.945621357081771	0
Serotype_5	Population_A	Gene1_A	Gene2_A	0.0471984163159505	0.000361271220343049	1	955	72100	1	0.290397135415241	13.689437742639	44	3	0.056516847003894	0.043668667777669	0.071582572837816	1	1	1	0.00012612052477599	3.1802123625683e-05	0.000196267977340933	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.197431003310898	0.650897946821695	1.95470411528931	0.945621357081771	0
Serotype_6	Population_A	Gene1_A	Gene2_A	0.0139290845836513	0.0551160483973277	1	955	72100	1	0.290397135415241	13.689437742639	19	207	0.0108209616326586	0.00684088088703546	0.0159192090884938	1	1	1	0.0178907825933877	0.00421580026298519	0.0302183325816193	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.223139067921281	0.675397944634667	1.95470411528931	0.945621357081771	0
Serotype_7	Population_A	Gene1_A	Gene2_A	0.0322776371380314	1.69363031133799e-05	1	955	72100	1	0.290397135415241	13.689437742639	29	0	0.028984599505844	0.0191245520793249	0.0413550612255551	1	1	1	5.60663379305564e-06	1.34812828513622e-06	9.24409365995963e-06	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.102022264458366	0.668957637595283	1.95470411528931	0.945621357081771	0
Serotype_8	Population_A	Gene1_A	Gene2_A	0.0116216049762443	0.00609865355644351	1	955	72100	1	0.290397135415241	13.689437742639	9	24	0.0107599396080082	0.00578213621632429	0.0182182498841947	1	1	1	0.00213894601638782	0.000482998186885177	0.00343976466879048	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0741434053211591	0.649275697235184	1.95470411528931	0.945621357081771	0
Serotype_9	Population_A	Gene1_A	Gene2_A	0.0340815762523562	0.00768771721786772	1	955	72100	1	0.290397135415241	13.689437742639	35	63	0.039487877234956	0.0293602223922091	0.0518070050140629	1	1	1	0.00264953168011186	0.000589270333507018	0.00442013430805786	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.158628255411927	0.655355210783008	1.95470411528931	0.945621357081771	0
Serotype_10	Population_A	Gene1_A	Gene2_A	0.0368539439863525	0.00915736905140876	1	955	72100	1	0.290397135415241	13.689437742639	39	90	0.0419376624022542	0.0307212762800487	0.0544477785912739	1	1	1	0.00297261777180693	0.000698741795686531	0.00470336999621085	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.137942316778478	0.675385172846165	1.95470411528931	0.945621357081771	0
Serotype_11	Population_A	Gene1_A	Gene2_A	0.0313031798927113	0.00522944348484999	1	955	72100	1	0.290397135415241	13.689437742639	26	46	0.0314667744732435	0.020940690850312	0.0435714312349676	1	1	1	0.00176940017251243	0.000403680506561815	0.00290392827560004	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.00522613297092685	0.661646563800051	1.95470411528931	0.945621357081771	0
Serotype_12	Population_A	Gene1_A	Gene2_A	0.0120771924150176	0.00171333895893638	1	955	72100	1	0.290397135415241	13.689437742639	12	3	0.0120409557137286	0.00634406840425377	0.0210023958221903	1	1	1	0.00055845272533148	0.000132264224204295	0.000948092895737546	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.00300042427443283	0.674055899786367	1.95470411528931	0.945621357081771	0
Serotype_13	Population_A	Gene1_A	Gene2_A	0.0478680737083778	0.0211797975556686	1	955	72100	1	0.290397135415241	13.689437742639	56	271	0.0484378705684754	0.0383427632608203	0.0602866903888985	1	1	1	0.00676909678429825	0.00169302637052419	0.0123386936259592	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0119034842214239	0.680398418988356	1.95470411528931	0.945621357081771	0
Serotype_14	Population_A	Gene1_A	Gene2_A	0.0298971617012285	1.51053280711885e-05	1	955	72100	1	0.290397135415241	13.689437742639	28	1	0.0370735716182483	0.0258031702627186	0.0496413340482864	1	1	1	5.50756160228851e-06	1.36103573597642e-06	9.10729089489412e-06	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.240036495394976	0.635389474738155	1.95470411528931	0.945621357081771	0
Serotype_15	Population_A	Gene1_A	Gene2_A	0.0434142664424144	0.00159293845675666	1	955	72100	1	0.290397135415241	13.689437742639	39	17	0.0500713802723898	0.0362590767983823	0.0657947683599195	1	1	1	0.000519324544710631	0.000124003940215171	0.000856596676435691	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.153339313905154	0.673983296399275	1.95470411528931	0.945621357081771	0
Serotype_16	Population_A	Gene1_A	Gene2_A	0.0283990809111856	2.15697089724176e-05	1	955	72100	1	0.290397135415241	13.689437742639	16	0	0.0388859167588321	0.0267101384049114	0.0514316928497742	1	1	1	7.51292756584769e-06	1.7543616067229e-06	1.22291436821368e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.369266733682077	0.651690823670597	1.95470411528931	0.945621357081771	0
Serotype_17	Population_A	Gene1_A	Gene2_A	0.0452540355734527	4.96360232812137e-05	1	955	72100	1	0.290397135415241	13.689437742639	31	0	0.0343748511281767	0.0237287088742465	0.0476150968623192	1	1	1	1.80120067442047e-05	4.1158897180695e-06	2.98782878905211e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.24040252559615	0.637118254978701	1.95470411528931	0.945621357081771	0
Serotype_18	Population_A	Gene1_A	Gene2_A	0.00303050444927067	0.0284992836819387	1	955	72100	1	0.290397135415241	13.689437742639	4	20	0.00345445035862426	0.00103216045160309	0.00713154236909234	1	1	1	0.00909348338695099	0.00209563043879739	0.0152626137323843	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.139892851652346	0.680922387789208	1.95470411528931	0.945621357081771	0
Serotype_19	Population_A	Gene1_A	Gene2_A	0.00947072863345966	0.00499501697873601	1	955	72100	1	0.290397135415241	13.689437742639	3	14	0.00845217443368887	0.0043329986904695	0.0148989905749855	1	1	1	0.00152220098426903	0.000371625221175467	0.00255135232966687	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.107547606862294	0.695256094073534	1.95470411528931	0.945621357081771	0
Serotype_20	Population_A	Gene1_A	Gene2_A	0.0274302609846927	0.0261759830892973	1	955	72100	1	0.290397135415241	13.689437742639	30	214	0.0256088253506382	0.0190522718821748	0.0355549477486104	1	1	1	0.00869631742482438	0.00214000721466035	0.0141413491040723	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0664024172088989	0.667774944873795	1.95470411528931	0.945621357081771	0
Serotype_1	Population_A	Gene1_A	Gene2_A	0.00792214482789859	0.00192366131736158	1	955	72100	1	0.290397135415241	13.689437742639	12	6	0.012073881468791	0.00583098991000979	0.020448734234613	1	1	1	0.000595208865240987	0.000146467132101535	0.000957909423889426	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.52406724833806	0.690585416534054	1.95470411528931	0.945621357081771	0
Serotype_2	Population_A	Gene1_A	Gene2_A	0.0270265608094633	7.10537281277665e-05	1	955	72100	1	0.290397135415241	13.689437742639	23	0	0.0300697098410555	0.0214585297312209	0.0414496042759281	1	1	1	2.3070337469269e-05	5.23671606863878e-06	3.70727446095238e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.112598456497903	0.675311372433763	1.95470411528931	0.945621357081771	0
