serotype	study	true_rho_ij	true_psi_j	true_dur_j	true_r_i	carriage_samples	surveillance_population	time_interval	carriage	disease	rho	rho_lower	rho_upper	gamma	gamma_lower	gamma_upper	psi	psi_lower	psi_upper	dur	dur_lower	dur_upper	rho_diff	psi_diff	dur_diff	r_diff	true_nu_j	nu	nu_diff
Serotype_11	Population_B	0.0325825384934433	0.0250074461545483	0.258250985492486	0.438525533254239	965	375151	1	27	552	0.0338764639964937	0.0279802360071854	0.0574536599502457	0.448170897291543	0.281416560009611	0.520488670005064	0.046730666685633	0.00899029544232778	0.0716670684432252	0.483165295384976	0.10169128217959	0.682193038382711	0.0397122373786435	0.868670091173379	0.870913655812684	0.0219949884462299	0.0968338847066116	0.0967177633244519	0.00119918128361224
Serotype_12	Population_B	0.0114154860028066	0.00619874987881543	0.337000465334859	0.438525533254239	965	375151	1	16	45	0.015523809237522	0.0114332145054804	0.0207893175732236	0.448170897291543	0.281416560009611	0.520488670005064	0.00674733258012203	0.00160105521836415	0.0126935919486622	0.40374941309904	0.0906047978837178	0.679714461805014	0.359890348400881	0.088498925110918	0.198067820760595	0.0219949884462299	0.0183938911557765	0.0167116839336851	0.0914546687182673
Serotype_13	Population_B	0.0346443257411011	0.143681964011969	0.159537706745323	0.438525533254239	965	375151	1	39	5079	0.0342032743086544	0.0266787519034766	0.0400398417889105	0.448170897291543	0.281416560009611	0.520488670005064	0.421620938994941	0.178302596741285	0.675058804515755	0.452829500595997	0.209046445185838	0.655084721698364	0.0127308418626074	1.93440406312806	1.8383854189334	0.0219949884462299	0.900614449982881	0.931080988407381	0.0338286138148009
Serotype_14	Population_B	0.0181512338807806	1.6746062302669e-05	0.670891348656733	0.438525533254239	965	375151	1	23	0	0.0249044383824078	0.0158507689959853	0.0366684131316632	0.448170897291543	0.281416560009611	0.520488670005064	1.63010786591029e-05	1.06103412220412e-05	2.55741761194961e-05	0.685111627966979	0.383127757025206	0.787563993750522	0.372052090011236	0.0265724344937562	0.0211960988000787	0.0219949884462299	2.49609155583809e-05	2.37933177509704e-05	0.0467770424798565
Serotype_15	Population_B	0.0153445535339415	0.0056591179581473	0.342142662964761	0.438525533254239	965	375151	1	11	46	0.0158644827812184	0.0108725608828145	0.029924282173064	0.448170897291543	0.281416560009611	0.520488670005064	0.00420881520207079	0.000918167274135638	0.0126952500488838	0.433858422258586	0.0548444813125066	0.749756286892406	0.0338836347455	0.256277173722549	0.268062914163004	0.0219949884462299	0.0165402288890531	0.0097008954676055	0.413496903055199
Serotype_16	Population_B	0.0205883290385827	2.61399863717828e-05	0.645750303613022	0.438525533254239	965	375151	1	24	0	0.0255659775453847	0.0167781044906423	0.0364348860255853	0.448170897291543	0.281416560009611	0.520488670005064	1.79973200875276e-05	1.03857823838541e-05	3.69822809258819e-05	0.519426999540116	0.304099845242331	0.792974396123896	0.241770398048031	0.311502315588233	0.195622523700132	0.0219949884462299	4.04800218064592e-05	3.4648410851692e-05	0.144061457838362
Serotype_17	Population_B	0.0191243806388229	7.4087719082726e-05	0.586932990816422	0.438525533254239	965	375151	1	20	1	0.0222354409735316	0.0139126388115784	0.0325407632714264	0.448170897291543	0.281416560009611	0.520488670005064	5.62393347757155e-05	1.39881547952752e-05	0.000103660321764794	0.55933575409097	0.119074022386524	0.763236196481638	0.162675089638883	0.240908810906719	0.047019399415706	0.0219949884462299	0.000126228581868725	0.000100546647276492	0.203455780077931
Serotype_18	Population_B	0.0278499546227977	0.208229583481492	0.138589484046679	0.438525533254239	965	375151	1	28	6975	0.0306782842057024	0.0256904215847634	0.0354861204938044	0.448170897291543	0.281416560009611	0.520488670005064	0.471870613229359	0.164420900978387	1.2383757633026	0.358729830819665	0.125896955416013	0.600575815311494	0.101555985322486	1.26610746340613	1.58843470907821	0.0219949884462299	1.5024919452861	1.31539273483662	0.124525932426113
Serotype_19	Population_B	0.0285129898344167	0.0236140898293255	0.261487742571626	0.438525533254239	965	375151	1	30	404	0.0278521484932024	0.0228011557883334	0.032947953634391	0.448170897291543	0.281416560009611	0.520488670005064	0.0531315499435582	0.0179969369767855	0.0786949342037219	0.593448145958433	0.213272227711649	0.675730041203207	0.0231768518507532	1.24999355586324	1.2695065555353	0.0219949884462299	0.0903066797590225	0.0895302315887254	0.00859790407939948
Serotype_20	Population_B	0.0183178752893582	0.187231428918609	0.144590762269218	0.438525533254239	965	375151	1	21	3843	0.0177063390800603	0.0151501446203715	0.0214857757066001	0.448170897291543	0.281416560009611	0.520488670005064	0.596851709560383	0.119347138311881	0.920015121247482	0.45859387663732	0.0941706833112999	0.668483864753588	0.0333846693264214	2.18777522025877	2.17166788140623	0.0219949884462299	1.29490588458202	1.30148207371815	0.00507850741465471
Serotype_1	Population_C	0.0318577995058149	0.00716408557547464	0.328829100565053	0.526077831907325	1070	77460	1	33	34	0.0367100807032783	0.0276010847536635	0.0518619461924682	0.494647088685762	0.271382238138052	0.601986580518233	0.011172521640546	0.00151436392429587	0.0149114070733541	0.595430054265418	0.0693806845875837	0.699450919571088	0.152310620090935	0.559518171976298	0.81075839468661	0.0597454241848762	0.0217866531981628	0.018763785201151	0.138748616848905
Serotype_2	Population_C	0.0226776327239349	0.000116006837469496	0.561617133638356	0.526077831907325	1070	77460	1	22	0	0.0210350389480337	0.0133023655272857	0.0300820446667281	0.494647088685762	0.271382238138052	0.601986580518233	0.00010053595299979	1.90602459734839e-05	0.000149367639875658	0.6398690213912	0.11390834172884	0.75934421166716	0.0724323299480711	0.133361832864159	0.139333156105656	0.0597454241848762	0.000206558579717756	0.00015711958172503	0.239346136385525
Serotype_3	Population_C	0.00458604036830366	0.005988429972616	0.33894931320101	0.526077831907325	1070	77460	1	3	5	0.0052203005509933	0.00225068447257705	0.00974082089261314	0.494647088685762	0.271382238138052	0.601986580518233	0.0081403661962078	0.00277382556597919	0.0139988267401177	0.47064363122005	0.160475751636983	0.758351223485396	0.138302354918922	0.359348983528607	0.388536907702598	0.0597454241848762	0.0176676268084503	0.0172962421165788	0.0210206325896548
Serotype_4	Population_C	0.0031120166531764	0.00175477867541166	0.408251094748266	0.526077831907325	1070	77460	1	3	0	0.0039364239872898	0.000860777953905792	0.0392992017430947	0.494647088685762	0.271382238138052	0.601986580518233	0.00237688150159498	0.000963998346291623	0.00296052121742527	0.673387287639253	0.263294140391134	0.76294369704275	0.264910964815032	0.354519253567619	0.649443923853955	0.0597454241848762	0.00429828284108751	0.00352973919351493	0.178802483686283
Serotype_5	Population_C	0.0471984163159505	0.000885710325422622	0.446852078009397	0.526077831907325	1070	77460	1	52	3	0.0497543819912631	0.0372620401039871	0.0647067873447775	0.494647088685762	0.271382238138052	0.601986580518233	0.000580963563335738	0.000116809495067827	0.00146916318271564	0.6246963716431	0.066142671313868	0.746039414432896	0.0541536321516128	0.344070463378049	0.397993659167818	0.0597454241848762	0.00198211079014832	0.00092999349717314	0.53080650093048
Serotype_6	Population_C	0.0139290845836513	0.474894993383791	0.092042313166894	0.526077831907325	1070	77460	1	16	2881	0.0140451906196718	0.0117498215169365	0.0266196666331822	0.494647088685762	0.271382238138052	0.601986580518233	2.44148930611733	1.12741371983216	5.87457991748164	0.474119197201897	0.224746335576902	0.761605766523999	0.00833551087461983	4.14111401495492	4.1511004112012	0.0597454241848762	5.15952910182403	5.14952636494417	0.00193869182292789
Serotype_7	Population_C	0.0322776371380314	1.93207184667791e-05	0.662816974613816	0.526077831907325	1070	77460	1	37	0	0.0354982949650576	0.0257500710461152	0.0476570367467593	0.494647088685762	0.271382238138052	0.601986580518233	1.43658899947855e-05	1.00596662423523e-05	2.4103159747097e-05	0.665270040851875	0.333058738085094	0.786597784468002	0.0997798510855487	0.256451564185519	0.00370097075363644	0.0597454241848762	2.91494020321917e-05	2.15940732524045e-05	0.259193268233883
Serotype_8	Population_C	0.0116216049762443	0.030306965465654	0.247399480966851	0.526077831907325	1070	77460	1	15	64	0.0139986965637385	0.0101378993991099	0.0264472181972131	0.494647088685762	0.271382238138052	0.601986580518233	0.0655834105764385	0.0159513474984045	0.127895461657858	0.534777386338499	0.177701879864671	0.720770423091998	0.204540731882841	1.16397153488568	1.16159461712918	0.0597454241848762	0.122502138433002	0.122636843389122	0.00109961309935537
Serotype_9	Population_C	0.0340815762523562	0.0404805822042693	0.231057922495529	0.526077831907325	1070	77460	1	44	247	0.0376764789916202	0.0312651592085454	0.061339982188885	0.494647088685762	0.271382238138052	0.601986580518233	0.0863680446350246	0.013785406302247	0.140946971672591	0.492231529077494	0.0782463802963372	0.697680011823158	0.10547935672475	1.13356725452223	1.1303382448919	0.0597454241848762	0.175196685606193	0.175462235824043	0.0015157262646324
Serotype_10	Population_C	0.0368539439863525	0.0503748071240825	0.218712258478627	0.526077831907325	1070	77460	1	32	333	0.0375460801479217	0.0306030362455214	0.148794069003264	0.494647088685762	0.271382238138052	0.601986580518233	0.112365811457848	0.0575793850115744	0.154077000967888	0.53032511877939	0.250170465906758	0.710837821106598	0.0187805180858121	1.23059536845612	1.42476175075123	0.0597454241848762	0.23032457108025	0.211880990507243	0.0800764785385442
Serotype_11	Population_C	0.0313031798927113	0.0250074461545483	0.258250985492486	0.526077831907325	1070	77460	1	31	133	0.0354812921608023	0.027473040450418	0.0659552882168181	0.494647088685762	0.271382238138052	0.601986580518233	0.046730666685633	0.00899029544232778	0.0716670684432252	0.483165295384976	0.10169128217959	0.682193038382711	0.133472454952214	0.868670091173379	0.870913655812684	0.0597454241848762	0.0968338847066116	0.0967177633244519	0.00119918128361224
Serotype_12	Population_C	0.0120771924150176	0.00619874987881543	0.337000465334859	0.526077831907325	1070	77460	1	18	4	0.01309678902582	0.0079961603997186	0.0205515054906032	0.494647088685762	0.271382238138052	0.601986580518233	0.00674733258012203	0.00160105521836415	0.0126935919486622	0.40374941309904	0.0906047978837178	0.679714461805014	0.0844233142741427	0.088498925110918	0.198067820760595	0.0597454241848762	0.0183938911557765	0.0167116839336851	0.0914546687182673
Serotype_13	Population_C	0.0478680737083778	0.143681964011969	0.159537706745323	0.526077831907325	1070	77460	1	59	1715	0.0508974809265643	0.0436760558468824	0.0825205959660359	0.494647088685762	0.271382238138052	0.601986580518233	0.421620938994941	0.178302596741285	0.675058804515755	0.452829500595997	0.209046445185838	0.655084721698364	0.0632865913226909	1.93440406312806	1.8383854189334	0.0597454241848762	0.900614449982881	0.931080988407381	0.0338286138148009
Serotype_14	Population_C	0.0298971617012285	1.6746062302669e-05	0.670891348656733	0.526077831907325	1070	77460	1	22	0	0.0224843303165504	0.0150147795552466	0.037306804226776	0.494647088685762	0.271382238138052	0.601986580518233	1.63010786591029e-05	1.06103412220412e-05	2.55741761194961e-05	0.685111627966979	0.383127757025206	0.787563993750522	0.247944318552937	0.0265724344937562	0.0211960988000787	0.0597454241848762	2.49609155583809e-05	2.37933177509704e-05	0.0467770424798565
Serotype_15	Population_C	0.0434142664424144	0.0056591179581473	0.342142662964761	0.526077831907325	1070	77460	1	42	42	0.0497990704639457	0.0372423605831647	0.096599388175342	0.494647088685762	0.271382238138052	0.601986580518233	0.00420881520207079	0.000918167274135638	0.0126952500488838	0.433858422258586	0.0548444813125066	0.749756286892406	0.147066956204368	0.256277173722549	0.268062914163004	0.0597454241848762	0.0165402288890531	0.0097008954676055	0.413496903055199
Serotype_16	Population_C	0.0283990809111856	2.61399863717828e-05	0.645750303613022	0.526077831907325	1070	77460	1	31	0	0.0293026560319948	0.021212761631731	0.0414250871007227	0.494647088685762	0.271382238138052	0.601986580518233	1.79973200875276e-05	1.03857823838541e-05	3.69822809258819e-05	0.519426999540116	0.304099845242331	0.792974396123896	0.0318170550531202	0.311502315588233	0.195622523700132	0.0597454241848762	4.04800218064592e-05	3.4648410851692e-05	0.144061457838362
Serotype_17	Population_C	0.0452540355734527	7.4087719082726e-05	0.586932990816422	0.526077831907325	1070	77460	1	45	1	0.0439814933199502	0.0328729027690657	0.0571193223782158	0.494647088685762	0.271382238138052	0.601986580518233	5.62393347757155e-05	1.39881547952752e-05	0.000103660321764794	0.55933575409097	0.119074022386524	0.763236196481638	0.0281199728903087	0.240908810906719	0.047019399415706	0.0597454241848762	0.000126228581868725	0.000100546647276492	0.203455780077931
Serotype_18	Population_C	0.00303050444927067	0.208229583481492	0.138589484046679	0.526077831907325	1070	77460	1	1	183	0.00344222433208569	0.00273601146684708	0.00660442956445377	0.494647088685762	0.271382238138052	0.601986580518233	0.471870613229359	0.164420900978387	1.2383757633026	0.358729830819665	0.125896955416013	0.600575815311494	0.135858531048886	1.26610746340613	1.58843470907821	0.0597454241848762	1.5024919452861	1.31539273483662	0.124525932426113
Serotype_19	Population_C	0.00947072863345966	0.0236140898293255	0.261487742571626	0.526077831907325	1070	77460	1	13	38	0.0122040364125196	0.00858914996988829	0.0201735355735934	0.494647088685762	0.271382238138052	0.601986580518233	0.0531315499435582	0.0179969369767855	0.0786949342037219	0.593448145958433	0.213272227711649	0.675730041203207	0.28860585968046	1.24999355586324	1.2695065555353	0.0597454241848762	0.0903066797590225	0.0895302315887254	0.00859790407939948
Serotype_20	Population_C	0.0274302609846927	0.187231428918609	0.144590762269218	0.526077831907325	1070	77460	1	34	1471	0.0291911060012961	0.0243513366737275	0.0650905288989747	0.494647088685762	0.271382238138052	0.601986580518233	0.596851709560383	0.119347138311881	0.920015121247482	0.45859387663732	0.0941706833112999	0.668483864753588	0.0641935203455042	2.18777522025877	2.17166788140623	0.0597454241848762	1.29490588458202	1.30148207371815	0.00507850741465471
Serotype_1	Population_D	0.00792214482789859	0.00716408557547464	0.328829100565053	3.64302469360496	1395	126564	1	9	82	0.0076205515960199	0.00567237006088868	0.0104149531921156	3.99553430108314	2.4076777803117	4.779709156745	0.011172521640546	0.00151436392429587	0.0149114070733541	0.595430054265418	0.0693806845875837	0.699450919571088	0.0380696438187551	0.559518171976298	0.81075839468661	0.0967628926855724	0.0217866531981628	0.018763785201151	0.138748616848905
Serotype_2	Population_D	0.0270265608094633	0.000116006837469496	0.561617133638356	3.64302469360496	1395	126564	1	30	1	0.0216073369178774	0.0152005852382258	0.029567155646311	3.99553430108314	2.4076777803117	4.779709156745	0.00010053595299979	1.90602459734839e-05	0.000149367639875658	0.6398690213912	0.11390834172884	0.75934421166716	0.200514742877988	0.133361832864159	0.139333156105656	0.0967628926855724	0.000206558579717756	0.00015711958172503	0.239346136385525
Serotype_3	Population_D	0.0158902276190929	0.005988429972616	0.33894931320101	3.64302469360496	1395	126564	1	26	130	0.0148296265347265	0.0115784410085656	0.0189944782517079	3.99553430108314	2.4076777803117	4.779709156745	0.0081403661962078	0.00277382556597919	0.0139988267401177	0.47064363122005	0.160475751636983	0.758351223485396	0.0667454935064629	0.359348983528607	0.388536907702598	0.0967628926855724	0.0176676268084503	0.0172962421165788	0.0210206325896548
Serotype_4	Population_D	0.0133766027982347	0.00175477867541166	0.408251094748266	3.64302469360496	1395	126564	1	9	19	0.00901373715748266	0.00607394282112321	0.0133624765738942	3.99553430108314	2.4076777803117	4.779709156745	0.00237688150159498	0.000963998346291623	0.00296052121742527	0.673387287639253	0.263294140391134	0.76294369704275	0.32615647683938	0.354519253567619	0.649443923853955	0.0967628926855724	0.00429828284108751	0.00352973919351493	0.178802483686283
Serotype_5	Population_D	0.0481973820948042	0.000885710325422622	0.446852078009397	3.64302469360496	1395	126564	1	67	38	0.04793287762924	0.0372321917428633	0.0647552675067213	3.99553430108314	2.4076777803117	4.779709156745	0.000580963563335738	0.000116809495067827	0.00146916318271564	0.6246963716431	0.066142671313868	0.746039414432896	0.00548794258252336	0.344070463378049	0.397993659167818	0.0967628926855724	0.00198211079014832	0.00092999349717314	0.53080650093048
